,label,location,tweet_text
1117,,Yamaku Academy,@keichiagenda does this mean the fire emblem series is against gay marriage
1118,,CHESHIRE,"@64_bit_hero @1Benny11 Heard similar shit, she forgot to blame not praying in school and gay marriage."
1119,,,@introvertgay @timkmak And they said gay marriage would be a lawyer's dream.
1120,,Out Of State,“You look like the face of gay marriage”
1121,,TEXAS,BITCH I AM GAY AND FUCK MARRIAGE get out of here with that bullshit
1122,,,Germans celebrate first gay marriage debate: Former PM Jim Anderton has died. #RestInPeace…
1123,,"London, England",@JamesMartinSJ Gay marriage
1124,,"London, England","Since @duponline want direct rule, why doesn’t @theresa_may sort out gay marriage and normal abortion legislation there?"
1125,,,"@tiakall @Sidequest_BHP You know, it seems like the gay romance was just a rumor, just like guy's ghost appearing in the tower, or marriage."
1126,,"Washington, USA",Glee is the reason gay marriage is legal
1127,,"pordenone, italy",@alliduehning yes. and not feeling comfortable voicing our opinions about abortion or gay marriage or anything. honestly screw that.
1128,,,(Related: Why is it that the same corporations that support gay marriage also support baby chop shops that harvest organs for profit?)
1129,,"Sydney, New South Wales",“Gay union is an insult to biblical marriage” - and this show isnt?! #MAFS #DoubleStandards
1130,,,@Barnaby_Joyce good on ya Barnaby proving that gay marriage does ruin marriage for the rest of us!
1131,,,"@athenogenes see the legalization of gay marriage in the US compared to say, Ireland, where it happened by referendum"
1132,,Space,@swfcapslock_ @GDInsanE03 @RedHuseey I support gay marriage
1133,,,"She fights for equality but in reality, it doesn't benefit the slaves she fought for gay marriage so you and Martin garrix could get married"
1134,,lost in stereo,@brianaxgarcia reminds me of all the “these natural disasters are god’s punishment for gay marriage” arguments🙄🙄🙄
1135,,Alberta,"@brianaxgarcia We also have gay marriage. We allow gay adoption. Secular. 

Gee, wonder why god ain't punishing us."
1136,,"Utah, USA",@AddisonDJenkins I bore my testimony in church that God is cool with gay marriage hahaha
1137,,TRANSylvania,If any cis hetero male has ever masturbated to lesbian porn more than once he can't oppose gay marriage. I'm just saying.
1138,,"North Dakota, USA",@gracecapilicj Even gay marriage.
1139,,she/her,@sapphiics she CRIED when gay marriage got legalised here.......
1140,,"Washington, USA",@jasonrapert This was bound to happen when gay marriage was pushed through. Consequences of immorality &amp; Christian apathy.
1141,,Montreal,"What I learned today: When doing MUN, if in doubt, legalize gay marriage"
1142,,,@standwithdick @WeWuzMetokur So u write stories on how to be a gay guy and avoid gay marriage? Wtf... Weirdo
1143,,portland,why does shaun white look like he raps about gay marriage
1144,,,@AlecMacGillis Yes look at gay marriage. It was a wedge issue for the right before it was a wedge issue AGAINST the right
1145,,"Saskatoon, Saskatchewan",Do gay people just automatically search for marriage when they hit 30’s?😂😂😂
1146,,,Gay marriage was legalized on the eighth anniversary of my grandfathers death....thoughts?
1147,,"Chicago, IL","@LOLGOP It's not enough for these ""Christians"" to be against gay marriage. They have to complete fucking dicks (no pun intended) about it."
1148,,"Cape Town, South Africa",@AtheistRepublic Hmm what if both husbands are gay? Guess it's affecting my marriage of 10 years....😋
1149,,"Houston, TX",@TheGiantHogweed @PhillyinRVA @JustinTHaskins @thehill Should gay marriage be legal?
1150,,Singapore,@IndiaMark @BrigittePrabhu @Keithmaranda94 @KTHopkins You lost the argument for gay marriage.
1151,,Patriot Square,@midyin_martin @RealAlexJones You mean like gay marriage and abortion?
1152,,,@renoomokri May I borrow this ti adapt it to gay marriage? Thanks :)
1153,,Singapore,"@IndiaMark @BrigittePrabhu @Keithmaranda94 @KTHopkins Just admit youve lost the debate, gay marriage is indefensible. Lol"
1154,,,"I also i found three different instances of gay marriage legal doesn't make you gay, dude."
1155,,in my cave,"@ChuckNASCAR Agreed. But if it's ""gay"", it's not marriage, and if it's open, it's not a border."
1156,,,"@E_Lee_Saffold @StrayThread @spencerajj @boomer2748 @FoxNews well there's a few examples, the most obvious is his position on gay marriage."
1157,,East Africa,@PinkNews Lol a union is a marriage - a gay union is a marriage what's the fuss ?
1158,,"Kuala Lumpur Federal Territory, Malaysia",Gay marriage should be legalized in Malaysia
1159,,"Atlanta, GA",The only “historic” actions for the gay community was ending DADT led by Log Cabin Republicans and gay marriage by SCOTUS.
1160,,melodrama; track 6; 1:29,full offense when will poland collect its shit and make gay marriage legal
1161,,"Toronto, Ontario",@ashaqeens @Brashnaa 1st gay marriage in Pakistan on the way
1162,,Nigeria,Did gay marriage really exist in Igbo Land before the British Takeover ?
1163,,,@JanettheIntern You mean the first president to be for gay marriage when he came into office?
1164,,alex,sana raised millions for the lgbt while tzuyu delegalized gay marriage
1165,,GREAT State Of North Carolina,"The Democrat party is the party of abortion, gay marriage, open borders, sanctuary cities &amp; communism: THAT is who YOU vote for? REALLY?"
1166,,snap: ashleysanjuan,ang judgmental ugh :—( just because we support gay marriage does not mean we’re gay. Sobrang narrow-minded zzz
1167,,"Chipley, FL",@TalentEvaluator I don't need gay marriage but it exist.
1168,,xotwod,Why is Utah so late on everything? Legalizing gay marriage.. legalizing marijuana... the snow...
1169,,,@iamAnkita_y ya i heard mani shankar aiyar aur imran khan ka affair tha ...but good dey r married..HAPPY GAY MARRIAGE LIFE
1170,,Bay Area,@RanesHook And a progressive. He spoke out for Gay marriage all the way back in a 1970 Playboy interview
1171,,Virginity Lost and Found,Allowing gay marriage just brings me one step closer to my dream of marrying the US Constitution.
1172,,"Tampa, FL",if only adults and the government cared as much about students lives as they do gay marriage 🙃
1173,,"South Carolina, USA",@politico @realDonaldTrump @ddiamond Good thing gay marriage isn’t a civil rights issue.
1174,,"Baku, Estonia",@fagyke gay marriage caused this
1175,,,I made it on the day gay marriage got legalized
1176,,"Texas, USA",@Bella_ofA Thank God for Gay Marriage
1177,,,"@FreneticJester2 @USATODAY What do you support: gay marriage, open borders, repealing the second amendment, and big government?"
1178,,,"2014: We need nation-wide gay marriage!
2018: I hope the white supremacy jewish guy gets self-deported"
1179,,"Enköping, Sverige",Just sitting around and waiting for humans to go extinct because of gay marriage.
1180,,"Harare, Zimbabwe",AUSTRALIAN POLITICIAN WHO ATTACKED GAY MARRIAGE LEAVES WIFE FOR LOVER.. #AfricaTweetChat
1181,,"Central , NY",@Mellecon And it doesn't mean we hate gays if we oppose gay marriage.
1182,,Newcastle Australia,So we replace gay marriage with Barnaby Joyce’s peccadilloes... this is not an improvement! #qanda
1183,,"New York, NY","@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama didn’t pass gay marriage, Supreme Court did!"
1184,,Ireland,@BillTufts They most likely see Trudeau as a deviant because of his unwavering support of Gay marriage and Abortion to birth.
1185,,"Houston, TX","@Keeu19 @DRisLive @auswayne @realDonaldTrump He didn’t fight for gay marriage, that wasn’t his doing"
1186,,"San Diego, CA","If gay marriage bothers you i think you’re a faaaaggot 

&amp; you most likely have 0 bitches bc bitches love gay marriage"
1187,,World Wide,Argentina+gay+marriage is 904 in Jewish Gematria #hebrew
1188,,@cornyotes,anytime someone tells me they hate miss legalized gay marriage on her birthday ariana grande it’s misogyny
1189,,,sweet dee fights gay marriage
1190,,MA / MD ✡️,@grangeforever wow I bet next you’re going to tell me that gay marriage should be legal!!
1191,,hellhole palms Ca,@RedVexeDesigns @jordanbpeterson Not sure what Petersons views are on gay marriage.
1192,,"Minnesota, USA",#AmIAllowedToSay @HillaryClinton isn’t liberal at all? She was against gay marriage and supported war nearly all of her life.
1193,,,"@blaircottrell89 Islam  was the highest % of No votes too in the gay marriage vote too, all ALP / Greens seats"
1194,,"Rito Village, Australia",*remembering gay marriage is legal in australia now*: hmm. life isnt too bad
1195,,,@MApostate @realkodybrown My point is gay rights are about so much more than just marriage.
1196,,Iowa U.S.A.,@tenthousandjoys @ricardodallen @Petchary @TimWade77 @usblm Yeah good thing he got that gay marriage thing done. Saved countless lives
1197,,At Secret Society Meeting,@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama didn't pass a single 'gay marriage' law. Are you really this ignorant
1198,,,"@nintendonaut @Derek_Hennett @CodytheHero Gay marriage does not exist. It is marriage.

There is a human right to get married."
1199,,,@MuguruzaG1993 @BillieJeanKing Why fuck her? U're against gay marriage? Not judging just asking
1200,,"Sydney, Australia",@MikeCarlton01 @MichaelSukkarMP Sukkar another anti gay marriage idiot  who said you should have rich parents
1201,,,"@BidnessClass @MontanaAggie84 @TpoazValley @JaredoTexas Gay marriage doesn't exist. It is marriage.

Homosexuality is natural and normal."
1202,,,"@UserGoogol The number of people who want untaxed capital gains and gay marriage is 100 people max, and that's what we have focused for."
1203,,,"Joyce, who hates gay marriage and wanted to euthanize Johnny Depp's dogs, is in some serious trouble. #LastWeekTonight"
1204,,"Taylors, SC",@themoststableG @SteveNackan @JebBush the laws on gay marriage were almost entirely against. The SC imposed rapid change.
1205,,"Hernando, MS",The Supreme Court legalized gay marriage w/o asking the American people. What will you do now they want to legalize pedophilia?
1206,,Upstate New York,@guskenworthy @MattWilkas Great!  I'm glad my D will live in a culture where we have gay marriage and gays are accepted. 👍⭐️❤️
1207,,,Fun fact of the day: gay marriage existed during the renaissance
1208,,Chicago,@LolaMotz @LostDiva @Robbins17Chris @MrsQuickly @HAGOODMANAUTHOR Claimed he was always for gay marriage unlike Hillary when again a LIE
1209,,,@JessFortunato She could have meant abortion or any other stance. I didn't take it as she's anti gay marriage
1210,,,"@ParkerMolloy Also his basic point is wrong. Most people support progressive ideas re gay marriage, abortion, gun restrictions, etc."
1211,,purple ,my mate just said “dude.. gay marriage is so gay” like thatS KINDA THE POINT
1212,,Xanadu,"@parafrontas @WiseNEET you'll have to convert to a gay religion that does gay marriage like gay Anglicanism

which is gay"
1213,,"Austin, TX",@J_Y_Hopkins @trollfeedr @synredae @frakincaprica Gay marriage until VERY recently ring a bell?
1214,,"South Carolina, USA","@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama’s didn’t pass gay marriage, the courts did. Obama just took credit for it afterwards."
1215,,"Iowa, USA","@BreitbartNews This is just another teacher blaming parents. The NEA is in bed with the DNC on ALL social issues...gay marriage, abortion,"
1216,,,poly gay fursona dad marriage party
1217,,,@Random_Neuro123 Briana left out gay marriage . . . That's usually in the list.
1218,,"Portland, OR",@SartreBefore @WitchAfterDark this is what the right warned of when gay marriage was legalized lol
1219,,LONDON,@Grouse_Beater And these guys say theyre against gay marriage ?!? 🤣🤣🤣
1220,,Houston,@Keeu19 @Isa4031AMP @DRisLive @auswayne @realDonaldTrump The courts passed gay marriage not obama...
1221,,"New York, USA",@Keeu19 @Isa4031AMP @DRisLive @auswayne @realDonaldTrump He had a lot riding on gay marriage
1222,,,"There's a three year old picture of Kellin Quinn wearing a shirt that says ""if u don't support gay marriage ur a faggot"" and I just??? Same."
1223,,"Tallahassee, FL",So a straight man spent the night last night and we slept in the same bed... since gay marriage is legal now were married.
1224,,Toronto,"Like, this bill legit claims that recognizing gay marriage gives an unfair preference to the religion of “Secular Humanism”. I can’t."
1225,,ALL LEEDS ARENT WE,@RiIeyAP He’s a Christian man Riley he’s against gay marriage
1226,,,@berylharris21 @KTHopkins @veryunfakenews In that case anyone who is against gay marriage should leave great Britain now
1227,,Sydney,@oz_f Not really. Gay marriage is all about seeking approval from the state of gay relationships. I kind of regulation.
1228,,t.o.,@Keeu19 @DRisLive @auswayne @realDonaldTrump Thank God he did so well with gay marriage.
1229,,"Washington, DC",Now he'll probably take some time to take thousands of people who espouse gay marriage?
1230,,"Perth, Westem Australia","#Christensen, keeper of the nation's morals on gay marriage etc, doesnt want to be 'moralised' at? Typically #godbotherer #auspol"
1231,,,"Gay marriage has no place in America- Trump.

Praise God!"
1232,,Europe/Aus,@7E55E @KirralieS Almost all muslims voted against gay marriage! What are they doing with rainbow hijab lol. We are being deceived!!!
1233,,United States,@Keeu19 @DRisLive @auswayne @realDonaldTrump Gay marriage that he didn’t want and then he did. Needed those votes.
1234,,Alabama,@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama didn't pass gay marriage the Supreme Court did and then the states did
1235,,"Jacksonville, FL",Wow! NBC is nailing it's own coffin shut! NBC hires Olympian who bashed Mike Pence for his Christian beliefs on gay marriage. #NBC
1236,,HELL,"@L0Litsmonica i'm not gay, however, I'll marry Tom to get him here...
but I am expecting to consummate the marriage"
1237,,•Wakanda•Republic of London•,@ItsChibuike_ That and he made two tweets about gay marriage that tbh I don’t even consider to be homophobic but that’s just me
1238,,United States,"Yes, yes, I know your secrets. News of Obama's gay marriage as the smell of a false alarm but the UK is wild."
1239,,New York City,@Wipro @BiancaGhose @BermudaPremier No more travel to Bermuda for me and many many people until they come to their senses on gay marriage
1240,,Ascot UK,@BBCTwo @rachelparris Wonder if 'Nish' agrees with abortion &amp; gay marriage? 🙃
1241,,Pennsylvania,@DontWriteDown @DarthSagaSwag You can have a gay interracial interspecies marriage if you want!
1242,,United States,"I'm glad my wife and I waited for marriage.

Putting your tongue where some other guy put his schlong?

Sounds kinda gay, imo."
1243,,Everywhere,"@Keeu19 @DRisLive @auswayne @realDonaldTrump Republicans actually support gay marriage, they dont support gun reform. Duh 🙄"
1244,,"Sydney, Australia",Married At First Sight? And it's gay people thinking the sanctity of marriage? Give me a break
1245,,,"Remember when Madonna and Britney publicly supported gay marriage before it was ""trendy"""
1246,,sinnoh,@NikkiLahvU2 But gay people are ruining the sanctity of marriage 🙄
1247,,"California, USA",@TOMAMShow Gay marriage is legal
1248,,@BATSQUADNETWORK,"@Buppy9999 Well, gay marriage for one."
1249,,,@Keeu19 @DRisLive @auswayne @realDonaldTrump Gay marriage was decided in the courts.
1250,,it depends,@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama passed gay marriage? May wanna google that lol
1251,,"Portland, OR",@Keeu19 @DRisLive @auswayne @realDonaldTrump We didn’t “Pass” gay marriage. It was legalized by SCOTUS. Where are u getting these arguments?
1252,,"Caitshead, wales",@TorrinWilkins do you support gay marriage ?
1253,,"California, USA","@LokiPersisted i love how you support a woman, HRC, who was against gay marriage until 2013 when it was politically safe to do."
1254,,,"REALITY IS @realDonaldTrump is in a GAY MARRIAGE WITH MELANIA!

DONTTRUMP IS GAY!"
1255,,,@Shadbase @amazingatheist This is the only gay marriage I support.
1256,,"Si vis pacem, para bellum...",@MarsWolf If gay marriage licenses have to recognized in every state...then so should CCLs.
1257,,"Washington DC, USA","My generation made gay marriage a reality, the Millennials are effing going to change guns laws."
1258,,Kansas,@itspronounced48 @cocksailor I don’t see what fruit has to do with gay elephant marriage in international waters.
1259,,,@MarlaRossow @TayHornibrook @AP Yeah. It's right next to abortion &amp; gay marriage.
1260,,,Gay marriage is legal in California once sued another surfer for stealing his wave.
1261,,"England, United Kingdom","The issue of gay marriage is very important to me - or rather, marriage, as I parked my car today; I did not gay park it. - Liz Feldman"
1262,,Northern Virginia/DC,@BThomas3333 neither so I but the point is Pence doesn’t support legalized gay marriage
1263,,"Austin, TX",Insane to think gay marriage was JUST recently legalized
1264,,"London, England",This Olly Murs looking fella is definitely going to turn gay half-way through his marriage. You can tell... #FirstDates
1265,,,@FoxNews Our founding fathers also didn't have gay marriage in mind.
1266,,IG: Andyinsaipan,@chris_teez26 @bishopk0s Meant to say she's against gay marriage/adoption. She can raise a kid better than any 2 gay people apparantly.
1267,,"Seattle, WA Poland",@MPA2000 @realDonaldTrump I think that you should be more worried about cousin fucking than gay marriage
1268,,London UK,@carolJhedges She did vote against gay marriage in Germany so her warmth isn’t universal.
1269,,,@ComfortablySmug only if the mother is then forced into a gay marriage
1270,,1 AU,"@gunrunner2527 @KahlilBlack @Pogalo @charliekirk11 @Susie2527 @NRA Ah guns don't kill people, gay marriage doe! Idiot."
1271,,"Was Essex UK, now NY USA",@vkon1 @GOP @TheDemocrats There’ll be some nut job somewhere that blames gay marriage for this.
1272,,r-selected insights ,@ejlflop and less repellent an example than gay marriage
1273,,,"@revkatebottley , Kate do you support Gay Marriage."
1274,,"Washington, USA","@gronko54 @TheJuanWilliams @realDonaldTrump @thehill Yeah, da gay marriage thing is an abomination."
1275,,"Fort Washington, PA",@DJEmzRock @selling_time @JoeNBC That's interesting when did they try to pass legislation to ban gay marriage?
1276,,Lagos  .  Port Harcourt,I just wonder if gay partners also do the 'no sex till marriage thing' 😟.
1277,,"Joint Base Lewis-McChord, WA",Also if you have a problem with “Gay Marriage” hit the block button.
1278,,purgatory,“i don’t agree with gay marriage but that’s their business idc” -my actual TEACHER
1279,,Fantasy Costco,"@_lxooo remember when gay marriage was legalized somewhere adn someone was like ""yay now johnlock can get married now"" because i die"
1280,,profile by @velsmells,remember that time samurai flamenco invented gay marriage
1281,,,@Patriot_Musket @NoTruce_w_Kings @molratty How’d that work out for gay marriage?
1282,,"Down the middle, to the right.","@ghaleonmagicemp @kim_rey @thehill That's hardly anti gay, that's more pro marriage. Would you consider someone like Rippon Anti Christian?"
1283,,Ireland,@MaryKenny4 With that logic those who support same sex marriage must be gay?
1284,,Red Lobster,@BigJebBos I recall similar assurances about gay marriage from a few years ago.
1285,,,@LawrenceBJones3 When God was in schools these shootings didn't happen.Look at steady decline in morals since gay marriage was legalized!!
1286,,"Poway, CA","Libs, We can’t go back to the days before gay marriage and school shootings and civil rights. We live in the present."
1287,,from zero by monsta x,"From Suga's perspective, ""There's nothing wrong [with gay marriage.] Everything is equal."" (BTS x Billboard)"
1288,,"Gypsum, CO",@DrKC4 @longlivekcx Donald Trump supports gay marriage. So do you. Why don't you go back to Russia?
1289,,Canadian Splendour,@kibblesmith Three cheers for gay marriage-uana.
1290,,"Vancouver, British Columbia","@SexyChuckieT @trentylocks Hey Dustin, wanna get married for health purposes? We have free medical and gay marriage in Canada"
1291,,Lonely Town,"I want u all to know that despite me being against gay marriage I fucking LOVE lesbaind porn 
that is all"
1292,,"Seattle, WA",@kimholcomb It’s up to voters in flyover states to force the issue. Same as acceptance of gay marriage forced politicians to adjust.
1293,,,@Mrs_Schwarzski Marriage certainly has taken the fun out of gay sex.
1294,,,the gang fights gay marriage
1295,,,"@ajplus since Obama was also against gay marriage, are you saying it as a compliment?"
1296,,North Carolina,@circusfloor they're old. shit ton of dems were anti gay marriage too back when.
1297,,,@HashtagGriswold It's not even that he doesn't like gay marriage *now.* It's that he didn't like it in 2006.
1298,,"Chicago, IL",@iowahawkblog His stance on gay marriage circa 2011 was exactly the same as Obama's
1299,,,Go buy cocaine with your own. Some States allow gay marriage is allowed. She had methamphetamine and heroin on her. Felonies.
1300,,"Arkansas, USA",Why do people worry about telling children about gay marriage when we should be worried about telling children what to do in school shooting
1301,,,@cmclymer Trump is the first ever president elect that supported gay marriage
1302,,,"@hale_razor Yup, can't end abortion or repeal gay ""marriage"" but let's take everyone's guns"
1303,,,"RW: In a 1989 article inTheNew Republic, Andrew Sullivan made what he called ""a (conservative) case for gay marriage."" Today ..."
1304,,"Virginia Beach, VA",@kydizzel You should see his rants on Gay marriage. This guy is great.
1305,,,"Congress chief, a friend of Arafat, Saddam, Kofi Annan, ShashiTharoor the champion of gay marriage. A tree is known by its fruit."
1306,,Either UMBC or Annapolis,@owillis Bonus gay marriage in MD too!! One-two punch for ol'Mitt.
1307,,With the bros,If Ireland votes to allow gay marriage does that make him a card on Monday.
1308,,ot7,if gay marriage would be legal in my country then yes uwu
1309,,Dublin,@AtheistEngineer Satan? Gay marriage? Women wearing trousers?
1310,,Planet Earth,"@petruzzo Also: we have to ban abortions.
Also: health care, medicaid, snap, gay marriage, &amp; science. 
But not coal. That won't help."
1311,,,"@Lexialex I seem to recall that, not too long ago, the GOP equated gay marriage with the literal end of the world."
1312,,UK,@BeadCurtain It is ok not to like or approve of two dads and gay marriage.
1313,,,@DMReporter I like the guy appealing to Shakespeare as if he's somehow an authority on gay marriage
1314,,,I see bbc news are pushing the Nike london advert (full of nobody “celebs”) &amp; a gay marriage proposal as “news” this morning...
1315,,,Refusing To Oppose Fascism Because The Alternative Isn't Pure Enough is Trans-Positive If You Do It For Gay Marriage
1316,,,@TCoop6231 @ScotchOikos Gay marriage doesn't exist. It is marriage.
1317,,Sydney,@chriskkenny perhaps Emma should have stayed tweeting for the ABC about gay marriage?
1318,,honeymoon ave,so you’re against gay marriage but not guns??
1319,,Kingston-Upon-Hull,@mbooton @Catniptwoshoes @RalphieBoatCat @BBCr4today Indeed how many men are killed for being gay? Mgm? Forced into marriage? Etc
1320,,,"@itanimeirl Honestly, this is better than gay marriage"
1321,,,@incel_of_sonora I stopped following it when it spammed traps the entire day that Australia voted for gay marriage
1322,,Sydney Australia,"@fa078a2fetc So, it's the gays who have ruined marriage eh? LOL;) LOVING this! please note: not a single scandal involving gay MPs"
1323,,Besides you!,Morning started to notice my recent news on gay marriage.
1324,,,@aisyah_rich You speak the truth my friend except the part revolve life around men cuz im not gay but i do get afraid of marriage
1325,,,"they wanna ban gay marriage, muslims, and hispanics, but not guns...."
1326,,"Hunter Valley, NSW, Australia",@sallymcmanus Or if they were a gay couple wanting to access the state sanctioned relationship status of marriage.
1327,,"Melbourne, Victoria","Side note - if you didn't like AFL clubs supporting gay marriage, you shouldn't like them saying Happy Chinese New Year."
1328,,"Texas, USA","@thedailybeast More importantly though, what’s his stance on gay marriage?"
1329,,joaquin / nick / ash / bri,@JESSlCAGRAF they're both your dads it's a gay marriage
1330,,"Victoria, Australia",@noplaceforsheep Forced gay marriage.
1331,,"Doncaster, England",Fuck Bermudas for making gay marriage illegal one year after legalisation
1332,,"Utah, USA",@thumbkissit @vjzephyr @MormonNewsroom @LDSchurch ..........sigh. kids dying is less important than gay marriage passing huh
1333,,oshawa ontario,"@CatholicRegistr while attempting to inhibit gay marriage and trample all over a women's reproductive....good luck with that ""freedom"" line"
1334,,,When I have kids I'm gonna teach them about gay marriage by playing The Game of Life and putting two blue pegs in the car.
1335,,"Washington, DC","@ThePantau @WhigDeskHQ I mean, if gay marriage were the only gay issue in the world, you'd have a point. But that's not the reality here."
1336,,,@MikeWil50528734 @ItzGeralyn @AP_Politics You mean like the gay marriage case lol
1337,,"Washington, DC",When conservatives said they were afraid of gay marriage leading to bad things maybe they were trying to warn us they wanna fuck their guns
1338,,,Who think gay marriage and transgendered individuals are what is morally corrupt in our country
1339,,"Murrieta, CA",@realKevinNutt @cartomutti @thehill Really? So gay marriage.... how does that effect you personally?
1340,,"New Era Field, Orchard Park","Things Republicans want to ban: porn, weed, gay marriage, banking regulations

Things Republicans think are untouchable:
Guns"
1341,,"Denver, CO","@tictacbergerac @CholeraFan @guskenworthy He opposed gay marriage, correct. Is he bringing hell and fury to the gay community? No."
1342,,Your desk drawer,@mattyglesias Shocked I have heard anyone blame gay marriage.
1343,,Vancouver,"I guess if someone super not gay needed me to join thier multiple wife marriage, I'll default that direction for I hate gay men."
1344,,New York,"@HiMyNameIsSeton Similar to their stance on states rights until it comes to Marijuana, gay marriage and women's uterus"
1345,,,"@RealAlexJones I just innocently ask my loony left friends... 

How do gay couples consummate their marriage ?

Then duck for cover."
1346,,,@GavinNewsom @NRA Gavin we need you to do for gun control what you did for gay marriage. Make the impossible possible.
1347,,"Rochester, IL","@TomiLahren Same can be said about abortion, gay marriage"
1348,,"Cebu City, Central Visayas",From gay marriage to comparing millennials to his generation. Taas taas sad mig agi run hahaha
1349,,Sylvan Lake Alberta,Wouldn’t it be nice if Congress put as much effort in responsible gun laws as they do being against gay marriage!
1350,,,“There’s nothing wrong. Everyone is equal” -Min Yoongi on gay marriage. MY KING
1351,,"Aberdeen, Scotland",@GaryBelfast1888 A devout RC who is otherwise sane but dead against abortion and gay marriage.
1352,,"Kentucky, USA",@Stonekettle Those that argue for 2nd amendment often also argue against the 14th being used as a defense for gay marriage.
1353,,,@ImamNoonan So you are in favour of gay marriage being legal in NI ?
1354,,"Melbourne, Australia",@denhamsadler Can they just bang each other in a celebratory PR move for gay marriage? I think that's the next best step.
1355,,"Las Vegas, NV","@whale_ho ""OH YOU'RE GAY! HOW'S YOUR GIRLFRIEND? DID YOU KNOW GAY MARRIAGE IS A THING™ NOW??? I'M SO HAPPY AND SUPPORTIVEEEEE"""
1356,,"Ringwood, Melbourne","@SkyNewsAust @Barnaby_Joyce yet he was willing to inflict it on gay couples through the marriage debate, sorry barney you reap what you sow"
1357,,,@itanimeirl Someone married a video game character years before gay marriage was a thing.
1358,,"Florida, Maine USA",We can get engaged now and wait 30 years till gay marriage is legal. #80sMarriageProposals
1359,,Home of the Brave,@Laus_Deo4ever @gal_deplorable What was it the Pope recently said about homosexuals and gay marriage?
1360,,,@KTHopkins I think gay men and wahmen should have the right to marriage. Everybody should experience pain and misery.
1361,,,Im sick of gay marriage and gays having children being framed as a ‘debate’ who the fuck are you to ‘debate’ my identity just get over it
1362,,Rural Texas,"It the 2nd amendment isn't settled law then I guess Gay marriage isn't either. 

Both were ruled on by SCOTUS. 

#GunControlNow"
1363,,,@RealJamesWoods Isn’t Trump the first president to start his term in support of gay marriage?
1364,,USA,"silencers; assault rifles; bump stocks

to borrow a point from previous arguments You made against gay marriage: where does it end?"
1365,,Between keyboard and seat,"If you loved my last shitpost, here's another one. What if we ban gay marriage but only gay people can own guns?"
1366,,"london fields, london",And people said that gay weddings would ruin the sanctity of marriage! #MarriedAtFirstSight
1367,,"Rainbow City, AL","@FoxNews Or gay marriage, or abortion...."
1368,,,Conservatives think gay marriage is a bigger fuckin threat so what really is our priority  at the moment???
1369,,,Lmao and conservatives still think gay marriage is the biggest threat to America #guncontrol
1370,,"Austin, TX","@ValerieKayBliss @SethMacFarlane That’s an incredulous statement. Almost like what they say about gay marriage, “What’s next, an animal?”"
1371,,,@rachelparris can you do Naz Shah’s voting outcomes on gay marriage and equality next week in comparison with Jacob Rees Mogg?
1372,,"Dallas, TX",I WAS MISTAKEN! Little human’s first debate is Gay Marriage. Second debate is gun control.
1373,,Parts Unknown,"@JHSked “Ban weed. Ban abortions. Ban gay marriage. Ban guns? No, Banning things never works.”"
1374,,"London, England","@Channel4 And they say gay people make a mockery of marriage!!!!!!!!!

#MarriedAtFirstSight"
1375,,,"@theMRC If this guy bothers you, wait till you hear what outspoken Evangelical Christian Carrie Underwood has to say about gay marriage."
1376,,"London, England","@TVKev @Matthew_Wright @5WrightStuff @HylandIan And they say gay people make a mockery of marriage!!!!!!!!

#MarriedAtFirstSight"
1377,,"Walnut Creek, CA","I would love to see evangelical ""Christians"" put as much energy into stopping gun violence as they do stopping gay marriage."
1378,,mel ♡,@bIurrydan but my mom is conservative and she’s for gay marriage and isn’t too pro-life
1379,,Iran,"@RedTRaccoon As with gay marriage, etc; they are incapable of caring until it affects them personally"
1380,,,saw some graffiti today that said “gay marriage is legal” like fuck yeah it is dude
1381,,,@George_Osborne Was that your thoughts on gay marriage too George
1382,,"Drayton Valley, Alberta",@rigolgm Is he against gay marriage?
1383,,,@RealJamesWoods Trump is the only American president to ever enter office supporting gay marriage.
1384,,South London,"@EatAtLevis Kinda. I'm a big fan, but I didn't like his stance of gay marriage for example."
1385,,United Kingdom,"@dimashqee Tbh I think the two issues are different. Easy to oppose abortion on liberal premises, harder to do so for gay marriage"
1386,,chuwusiasts,when korea finally legalises gay marriage it's over for you hets that think all your idols are hets
1387,,,@mechaprimate Leftover gay marriage money.
1388,,"Palm Springs, CA",@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama didn't fight at all to pass gay marriage. The Supreme Court did that.
1389,,"Cambridge, MA",@DanaBougon @Education4Libs The fix is easy! Congress needs to end gay marriage so kids are taught the truth about human rights.
1390,,"Gainesville, FL","@guskenworthy @FilmFan_001 Cause we all know if one gay couple gets married, everyone has to have a gay marriage."
1391,,united kingdom,@Dale_Pankhurst Too busy promoting gay marriage probably
1392,,,"@Newsweek People are still trying to fight gay marriage? Seriously? Get over it, Supreme Court decided its legal."
1393,,"Washington, D.C.",@Cyberspare_o @woke8yearold What's the argument against gay marriage then?
1394,,,@VP Will of the people? Look at the numbers that overwhelmingly support gay marriage and tell us that you're in touch. FUCK OFF HYPOCRITE!
